订单号,产品码,消费日期,产品说明,数量,单价,用户码,城市
565618,23322,3/6/2021 15:40,产品说明掩码,6,2.95,15974,广州
565618,23332,3/6/2021 15:40,产品说明掩码,12,1.65,15974,广州
565618,71053,3/6/2021 15:40,产品说明掩码,4,3.75,15974,广州
565618,21650,3/6/2021 15:40,产品说明掩码,24,0.19,15974,广州
565618,51014C,3/6/2021 15:40,产品说明掩码,24,0.39,15974,广州
565618,85212,3/6/2021 15:40,产品说明掩码,24,0.29,15974,广州
565644,21175,3/6/2021 15:56,产品说明掩码,12,2.55,15491,成都
565644,85152,3/6/2021 15:56,产品说明掩码,24,2.1,15491,成都
565644,21165,3/6/2021 15:56,产品说明掩码,24,1.69,15491,成都
565644,21166,3/6/2021 15:56,产品说明掩码,48,1.85,15491,成都
565644,21181,3/6/2021 15:56,产品说明掩码,48,1.85,15491,成都
565665,21165,3/6/2021 17:44,产品说明掩码,22,1.69,15856,深圳
565665,21165,3/6/2021 17:44,产品说明掩码,48,1.45,15856,深圳
565665,22659,3/6/2021 17:44,产品说明掩码,4,1.95,15856,深圳
565665,21169,3/6/2021 17:44,产品说明掩码,6,1.69,15856,深圳
565665,85150,3/6/2021 17:44,产品说明掩码,12,2.55,15856,深圳
565665,21166,3/6/2021 17:44,产品说明掩码,12,2.08,15856,深圳
565665,23426,3/6/2021 17:44,产品说明掩码,12,2.89,15856,深圳
565665,82552,3/6/2021 17:44,产品说明掩码,24,1.45,15856,深圳
565665,82551,3/6/2021 17:44,产品说明掩码,24,1.45,15856,深圳
565665,82600,3/6/2021 17:44,产品说明掩码,24,2.1,15856,深圳
565665,82583,3/6/2021 17:44,产品说明掩码,12,2.1,15856,深圳
565665,22892,3/6/2021 17:44,产品说明掩码,6,1.25,15856,深圳
565665,37448,3/6/2021 17:44,产品说明掩码,5,1.49,15856,深圳
565665,22647,3/6/2021 17:44,产品说明掩码,6,1.45,15856,深圳
565665,22645,3/6/2021 17:44,产品说明掩码,12,1.45,15856,深圳
565665,21175,3/6/2021 17:44,产品说明掩码,7,2.55,15856,深圳
565665,85071C,3/6/2021 17:44,产品说明掩码,7,0.39,15856,深圳
565665,22646,3/6/2021 17:44,产品说明掩码,4,1.45,15856,深圳
565665,21232,3/6/2021 17:44,产品说明掩码,4,1.25,15856,深圳
565665,21231,3/6/2021 17:44,产品说明掩码,12,1.25,15856,深圳
565665,22988,3/6/2021 17:44,产品说明掩码,12,1.25,15856,深圳
565665,22059,3/6/2021 17:44,产品说明掩码,3,1.49,15856,深圳
565665,23194,3/6/2021 17:44,产品说明掩码,2,2.25,15856,深圳
565665,23193,3/6/2021 17:44,产品说明掩码,2,2.25,15856,深圳
565665,23176,3/6/2021 17:44,产品说明掩码,1,2.25,15856,深圳
565665,37500,3/6/2021 17:44,产品说明掩码,2,4.95,15856,深圳
C565666,22188,3/6/2021 17:46,产品说明掩码,-1,3.95,15856,深圳
C565666,22187,3/6/2021 17:46,产品说明掩码,-2,4.25,15856,深圳
565668,21755,3/7/2021 9:15,产品说明掩码,3,6.25,15291,上海
565668,21670,3/7/2021 9:15,产品说明掩码,96,1.25,15291,上海
565668,21669,3/7/2021 9:15,产品说明掩码,96,1.25,15291,上海
565668,21668,3/7/2021 9:15,产品说明掩码,96,1.25,15291,上海
565670,22175,3/7/2021 9:23,产品说明掩码,6,2.95,14944,北京
565670,22176,3/7/2021 9:23,产品说明掩码,6,2.95,14944,北京
565670,84931A,3/7/2021 9:23,产品说明掩码,6,2.55,14944,北京
565670,84931B,3/7/2021 9:23,产品说明掩码,6,2.55,14944,北京
565670,23168,3/7/2021 9:23,产品说明掩码,12,1.25,14944,北京
565670,23270,3/7/2021 9:23,产品说明掩码,48,1.45,14944,北京
565670,22728,3/7/2021 9:23,产品说明掩码,8,3.75,14944,北京
565670,22727,3/7/2021 9:23,产品说明掩码,8,3.75,14944,北京
565670,22726,3/7/2021 9:23,产品说明掩码,4,3.75,14944,北京
565670,23341,3/7/2021 9:23,产品说明掩码,4,8.5,14944,北京
565670,23342,3/7/2021 9:23,产品说明掩码,4,8.5,14944,北京
565670,22670,3/7/2021 9:23,产品说明掩码,12,1.25,14944,北京
565670,22671,3/7/2021 9:23,产品说明掩码,12,1.65,14944,北京
565670,85123A,3/7/2021 9:23,产品说明掩码,12,2.95,14944,北京
565670,21498,3/7/2021 9:23,产品说明掩码,50,0.42,14944,北京
565670,22193,3/7/2021 9:23,产品说明掩码,4,8.5,14944,北京
565670,22469,3/7/2021 9:23,产品说明掩码,12,1.65,14944,北京
565670,22637,3/7/2021 9:23,产品说明掩码,4,2.55,14944,北京
565670,22457,3/7/2021 9:23,产品说明掩码,24,2.95,14944,北京
565670,22846,3/7/2021 9:23,产品说明掩码,2,16.95,14944,北京
565670,21210,3/7/2021 9:23,产品说明掩码,12,1.45,14944,北京
565670,23144,3/7/2021 9:23,产品说明掩码,12,0.83,14944,北京
565670,22156,3/7/2021 9:23,产品说明掩码,24,0.85,14944,北京
565670,23321,3/7/2021 9:23,产品说明掩码,12,1.65,14944,北京
565670,23322,3/7/2021 9:23,产品说明掩码,12,2.95,14944,北京
C565671,22890,3/7/2021 9:30,产品说明掩码,-1,9.95,14796,北京
C565671,22059,3/7/2021 9:30,产品说明掩码,-1,1.49,14796,北京
565674,23393,3/7/2021 9:49,产品说明掩码,4,3.75,15271,上海
565674,23395,3/7/2021 9:49,产品说明掩码,4,3.75,15271,上海
565674,23234,3/7/2021 9:49,产品说明掩码,6,2.89,15271,上海
565674,23270,3/7/2021 9:49,产品说明掩码,12,1.45,15271,上海
565674,23427,3/7/2021 9:49,产品说明掩码,2,12.5,15271,上海
565674,23407,3/7/2021 9:49,产品说明掩码,2,9.95,15271,上海
565674,23425,3/7/2021 9:49,产品说明掩码,6,2.49,15271,上海
565674,23399,3/7/2021 9:49,产品说明掩码,12,0.85,15271,上海
565674,23403,3/7/2021 9:49,产品说明掩码,4,3.75,15271,上海
565674,23405,3/7/2021 9:49,产品说明掩码,4,4.95,15271,上海
565674,23406,3/7/2021 9:49,产品说明掩码,2,6.25,15271,上海
565674,22865,3/7/2021 9:49,产品说明掩码,12,2.1,15271,上海
565674,22114,3/7/2021 9:49,产品说明掩码,4,4.25,15271,上海
565675,21754,3/7/2021 9:51,产品说明掩码,3,5.95,15513,成都
565675,21114,3/7/2021 9:51,产品说明掩码,40,1.25,15513,成都
565675,22725,3/7/2021 9:51,产品说明掩码,4,3.75,15513,成都
565675,22727,3/7/2021 9:51,产品说明掩码,8,3.75,15513,成都
565675,22699,3/7/2021 9:51,产品说明掩码,6,2.95,15513,成都
565675,22697,3/7/2021 9:51,产品说明掩码,6,2.95,15513,成都
565675,22624,3/7/2021 9:51,产品说明掩码,12,7.65,15513,成都
565675,22605,3/7/2021 9:51,产品说明掩码,8,12.75,15513,成都
565675,22441,3/7/2021 9:51,产品说明掩码,16,2.1,15513,成都
565675,23208,3/7/2021 9:51,产品说明掩码,20,1.65,15513,成都
565675,82483,3/7/2021 9:51,产品说明掩码,16,5.95,15513,成都
565675,22766,3/7/2021 9:51,产品说明掩码,48,2.55,15513,成都
565675,22767,3/7/2021 9:51,产品说明掩码,16,8.5,15513,成都
565675,23209,3/7/2021 9:51,产品说明掩码,20,1.65,15513,成都
565675,22698,3/7/2021 9:51,产品说明掩码,6,2.95,15513,成都
565675,22726,3/7/2021 9:51,产品说明掩码,8,3.75,15513,成都
565675,23245,3/7/2021 9:51,产品说明掩码,16,4.15,15513,成都
565675,21497,3/7/2021 9:51,产品说明掩码,25,0.42,15513,成都
565675,23232,3/7/2021 9:51,产品说明掩码,25,0.42,15513,成都
565675,71477,3/7/2021 9:51,产品说明掩码,24,2.75,15513,成都
565675,23075,3/7/2021 9:51,产品说明掩码,8,4.15,15513,成都
565675,23046,3/7/2021 9:51,产品说明掩码,20,6.65,15513,成都
565675,23070,3/7/2021 9:51,产品说明掩码,4,4.15,15513,成都
565675,22792,3/7/2021 9:51,产品说明掩码,12,0.85,15513,成都
565675,23066,3/7/2021 9:51,产品说明掩码,24,7.45,15513,成都
565675,23065,3/7/2021 9:51,产品说明掩码,24,11.15,15513,成都
565675,21916,3/7/2021 9:51,产品说明掩码,48,0.42,15513,成都
565675,22456,3/7/2021 9:51,产品说明掩码,18,4.25,15513,成都
565675,82484,3/7/2021 9:51,产品说明掩码,12,6.75,15513,成都
565675,22191,3/7/2021 9:51,产品说明掩码,2,8.5,15513,成都
565675,22721,3/7/2021 9:51,产品说明掩码,6,4.95,15513,成都
565675,22665,3/7/2021 9:51,产品说明掩码,6,2.95,15513,成都
565675,22666,3/7/2021 9:51,产品说明掩码,6,2.95,15513,成都
565675,21407,3/7/2021 9:51,产品说明掩码,16,3.75,15513,成都
565675,23168,3/7/2021 9:51,产品说明掩码,12,1.25,15513,成都
565675,85123A,3/7/2021 9:51,产品说明掩码,32,2.55,15513,成都
565675,23173,3/7/2021 9:51,产品说明掩码,12,8.15,15513,成都
565675,23109,3/7/2021 9:51,产品说明掩码,12,2.89,15513,成都
565676,23350,3/7/2021 9:53,产品说明掩码,72,1.04,15513,成都
565676,23393,3/7/2021 9:53,产品说明掩码,4,3.75,15513,成都
565676,23395,3/7/2021 9:53,产品说明掩码,4,3.75,15513,成都
565676,23412,3/7/2021 9:53,产品说明掩码,2,7.5,15513,成都
565676,23356,3/7/2021 9:53,产品说明掩码,24,4.95,15513,成都
565677,21731,3/7/2021 10:04,产品说明掩码,12,1.65,15521,成都
565677,22332,3/7/2021 10:04,产品说明掩码,8,1.65,15521,成都
565677,22333,3/7/2021 10:04,产品说明掩码,8,1.65,15521,成都
565677,23201,3/7/2021 10:04,产品说明掩码,10,2.08,15521,成都
565677,23203,3/7/2021 10:04,产品说明掩码,10,2.08,15521,成都
565677,20749,3/7/2021 10:04,产品说明掩码,2,7.95,15521,成都
565677,23445,3/7/2021 10:04,产品说明掩码,20,0.83,15521,成都
565677,21915,3/7/2021 10:04,产品说明掩码,12,1.25,15521,成都
565677,22622,3/7/2021 10:04,产品说明掩码,2,11.95,15521,成都
565677,23254,3/7/2021 10:04,产品说明掩码,4,4.15,15521,成都
565677,23256,3/7/2021 10:04,产品说明掩码,4,4.15,15521,成都
565678,21891,3/7/2021 10:04,产品说明掩码,12,1.45,15521,成都
565679,21621,3/7/2021 10:12,产品说明掩码,10,8.5,15199,北京
565679,47590A,3/7/2021 10:12,产品说明掩码,9,5.45,15199,北京
565679,47590B,3/7/2021 10:12,产品说明掩码,9,5.45,15199,北京
565679,22668,3/7/2021 10:12,产品说明掩码,50,2.55,15199,北京
565682,21175,3/7/2021 10:42,产品说明掩码,24,2.55,14796,北京
565682,21166,3/7/2021 10:42,产品说明掩码,24,2.08,14796,北京
565682,21165,3/7/2021 10:42,产品说明掩码,24,1.69,14796,北京
565682,85152,3/7/2021 10:42,产品说明掩码,12,2.1,14796,北京
565682,21908,3/7/2021 10:42,产品说明掩码,12,2.1,14796,北京
565682,21903,3/7/2021 10:42,产品说明掩码,12,2.1,14796,北京
565682,82567,3/7/2021 10:42,产品说明掩码,6,2.1,14796,北京
565682,21166,3/7/2021 10:42,产品说明掩码,10,2.08,14796,北京
565682,21181,3/7/2021 10:42,产品说明掩码,2,2.1,14796,北京
565682,85152,3/7/2021 10:42,产品说明掩码,9,2.1,14796,北京
565682,21907,3/7/2021 10:42,产品说明掩码,24,2.1,14796,北京
565682,82600,3/7/2021 10:42,产品说明掩码,24,2.1,14796,北京
565682,82582,3/7/2021 10:42,产品说明掩码,36,2.1,14796,北京
565682,82583,3/7/2021 10:42,产品说明掩码,48,2.1,14796,北京
565682,37449,3/7/2021 10:42,产品说明掩码,1,9.95,14796,北京
565682,23307,3/7/2021 10:42,产品说明掩码,4,0.55,14796,北京
565682,21977,3/7/2021 10:42,产品说明掩码,4,0.55,14796,北京
565682,23309,3/7/2021 10:42,产品说明掩码,4,0.55,14796,北京
565682,21213,3/7/2021 10:42,产品说明掩码,4,0.55,14796,北京
565682,21774,3/7/2021 10:42,产品说明掩码,1,1.25,14796,北京
565682,21700,3/7/2021 10:42,产品说明掩码,6,0.85,14796,北京
565682,35965,3/7/2021 10:42,产品说明掩码,6,0.79,14796,北京
565682,22064,3/7/2021 10:42,产品说明掩码,2,1.65,14796,北京
565682,23236,3/7/2021 10:42,产品说明掩码,1,2.89,14796,北京
565682,23239,3/7/2021 10:42,产品说明掩码,1,4.15,14796,北京
565682,37500,3/7/2021 10:42,产品说明掩码,2,4.95,14796,北京
565682,23240,3/7/2021 10:42,产品说明掩码,1,4.15,14796,北京
565682,22900,3/7/2021 10:42,产品说明掩码,3,3.25,14796,北京
565682,37450,3/7/2021 10:42,产品说明掩码,2,2.95,14796,北京
565682,47559B,3/7/2021 10:42,产品说明掩码,6,1.25,14796,北京
565682,22629,3/7/2021 10:42,产品说明掩码,2,1.95,14796,北京
565682,22630,3/7/2021 10:42,产品说明掩码,2,1.95,14796,北京
565682,22659,3/7/2021 10:42,产品说明掩码,1,1.95,14796,北京
565682,21231,3/7/2021 10:42,产品说明掩码,8,1.25,14796,北京
565682,21232,3/7/2021 10:42,产品说明掩码,4,1.25,14796,北京
565682,23077,3/7/2021 10:42,产品说明掩码,20,1.25,14796,北京
565682,85123A,3/7/2021 10:42,产品说明掩码,2,2.95,14796,北京
565682,21733,3/7/2021 10:42,产品说明掩码,2,2.95,14796,北京
565682,22398,3/7/2021 10:42,产品说明掩码,12,0.39,14796,北京
565682,85111,3/7/2021 10:42,产品说明掩码,12,0.29,14796,北京
565682,22968,3/7/2021 10:42,产品说明掩码,1,9.95,14796,北京
565682,84596G,3/7/2021 10:42,产品说明掩码,8,0.42,14796,北京
565682,21340,3/7/2021 10:42,产品说明掩码,1,12.75,14796,北京
565682,35646,3/7/2021 10:42,产品说明掩码,5,1.25,14796,北京
565682,35651,3/7/2021 10:42,产品说明掩码,7,1.65,14796,北京
565682,23236,3/7/2021 10:42,产品说明掩码,1,2.89,14796,北京
565682,22123,3/7/2021 10:42,产品说明掩码,4,1.95,14796,北京
565682,47593B,3/7/2021 10:42,产品说明掩码,6,0.39,14796,北京
565682,23280,3/7/2021 10:42,产品说明掩码,1,0.83,14796,北京
565682,23281,3/7/2021 10:42,产品说明掩码,1,0.83,14796,北京
565682,23282,3/7/2021 10:42,产品说明掩码,1,0.83,14796,北京
565682,84596B,3/7/2021 10:42,产品说明掩码,16,0.42,14796,北京
565682,84596F,3/7/2021 10:42,产品说明掩码,16,0.42,14796,北京
565682,22396,3/7/2021 10:42,产品说明掩码,6,0.39,14796,北京
565682,23392,3/7/2021 10:42,产品说明掩码,1,2.08,14796,北京
565682,22995,3/7/2021 10:42,产品说明掩码,1,0.42,14796,北京
565682,22998,3/7/2021 10:42,产品说明掩码,1,0.42,14796,北京
565682,22553,3/7/2021 10:42,产品说明掩码,1,1.65,14796,北京
565682,21479,3/7/2021 10:42,产品说明掩码,1,4.25,14796,北京
565682,21581,3/7/2021 10:42,产品说明掩码,1,2.25,14796,北京
565682,15056P,3/7/2021 10:42,产品说明掩码,1,5.95,14796,北京
565682,20679,3/7/2021 10:42,产品说明掩码,1,5.95,14796,北京
565682,15056N,3/7/2021 10:42,产品说明掩码,1,5.95,14796,北京
565682,15056BL,3/7/2021 10:42,产品说明掩码,4,5.95,14796,北京
C565681,23445,3/7/2021 10:42,产品说明掩码,-20,0.83,15521,成都
C565681,23256,3/7/2021 10:42,产品说明掩码,-4,4.15,15521,成都
C565681,23254,3/7/2021 10:42,产品说明掩码,-4,4.15,15521,成都
C565681,23203,3/7/2021 10:42,产品说明掩码,-10,2.08,15521,成都
C565681,23201,3/7/2021 10:42,产品说明掩码,-10,2.08,15521,成都
C565681,22622,3/7/2021 10:42,产品说明掩码,-2,11.95,15521,成都
C565681,22333,3/7/2021 10:42,产品说明掩码,-8,1.65,15521,成都
C565681,22332,3/7/2021 10:42,产品说明掩码,-8,1.65,15521,成都
C565681,21915,3/7/2021 10:42,产品说明掩码,-12,1.25,15521,成都
C565681,21731,3/7/2021 10:42,产品说明掩码,-12,1.65,15521,成都
C565681,20749,3/7/2021 10:42,产品说明掩码,-2,7.95,15521,成都
C565683,21891,3/7/2021 10:42,产品说明掩码,-12,1.45,15521,成都
565685,21181,3/7/2021 10:53,产品说明掩码,96,1.85,15671,苏州
565685,85150,3/7/2021 10:53,产品说明掩码,96,2.1,15671,苏州
565685,85152,3/7/2021 10:53,产品说明掩码,48,1.85,15671,苏州
565685,21166,3/7/2021 10:53,产品说明掩码,48,1.85,15671,苏州
565685,22595,3/7/2021 10:53,产品说明掩码,24,0.85,15671,苏州
565685,22594,3/7/2021 10:53,产品说明掩码,24,0.85,15671,苏州
565685,22593,3/7/2021 10:53,产品说明掩码,24,0.85,15671,苏州
565685,22130,3/7/2021 10:53,产品说明掩码,24,0.85,15671,苏州
565730,82551,3/7/2021 12:02,产品说明掩码,6,1.45,14715,北京
565730,82552,3/7/2021 12:02,产品说明掩码,6,1.45,14715,北京
565730,23426,3/7/2021 12:02,产品说明掩码,2,2.89,14715,北京
565730,22413,3/7/2021 12:02,产品说明掩码,2,2.95,14715,北京
565730,21908,3/7/2021 12:02,产品说明掩码,2,2.1,14715,北京
565730,22412,3/7/2021 12:02,产品说明掩码,1,2.1,14715,北京
565730,82600,3/7/2021 12:02,产品说明掩码,2,2.1,14715,北京
565730,82583,3/7/2021 12:02,产品说明掩码,2,2.1,14715,北京
565730,23203,3/7/2021 12:02,产品说明掩码,4,2.08,14715,北京
565730,21985,3/7/2021 12:02,产品说明掩码,12,0.39,14715,北京
565730,23298,3/7/2021 12:02,产品说明掩码,2,4.95,14715,北京
565730,23332,3/7/2021 12:02,产品说明掩码,10,1.65,14715,北京
565730,23329,3/7/2021 12:02,产品说明掩码,8,1.65,14715,北京
565730,21644,3/7/2021 12:02,产品说明掩码,6,1.25,14715,北京
565730,21917,3/7/2021 12:02,产品说明掩码,6,0.42,14715,北京
565730,75049L,3/7/2021 12:02,产品说明掩码,54,1.25,14715,北京
565730,23412,3/7/2021 12:02,产品说明掩码,4,7.5,14715,北京
565730,82484,3/7/2021 12:02,产品说明掩码,2,7.95,14715,北京
565730,22971,3/7/2021 12:02,产品说明掩码,6,2.55,14715,北京
565730,22766,3/7/2021 12:02,产品说明掩码,4,2.95,14715,北京
565730,71053,3/7/2021 12:02,产品说明掩码,6,3.75,14715,北京
565730,22756,3/7/2021 12:02,产品说明掩码,2,1.25,14715,北京
565730,22758,3/7/2021 12:02,产品说明掩码,2,1.25,14715,北京
565730,21683,3/7/2021 12:02,产品说明掩码,4,2.95,14715,北京
565730,21463,3/7/2021 12:02,产品说明掩码,2,5.95,14715,北京
565730,84356,3/7/2021 12:02,产品说明掩码,6,6.95,14715,北京
565730,21872,3/7/2021 12:02,产品说明掩码,6,1.25,14715,北京
565740,23316,3/7/2021 12:31,产品说明掩码,12,8.15,15189,北京
565740,23317,3/7/2021 12:31,产品说明掩码,12,8.15,15189,北京
565740,84946,3/7/2021 12:31,产品说明掩码,72,1.06,15189,北京
565740,22178,3/7/2021 12:31,产品说明掩码,96,1.65,15189,北京
565741,71459,3/7/2021 12:32,产品说明掩码,96,0.72,15189,北京
565741,47566,3/7/2021 12:32,产品说明掩码,50,4.15,15189,北京
565741,85053,3/7/2021 12:32,产品说明掩码,6,2.1,15189,北京
565741,22427,3/7/2021 12:32,产品说明掩码,12,5.45,15189,北京
565754,21731,3/7/2021 13:11,产品说明掩码,12,1.65,15462,成都
565754,21668,3/7/2021 13:11,产品说明掩码,12,1.25,15462,成都
565754,21669,3/7/2021 13:11,产品说明掩码,12,1.25,15462,成都
565754,21232,3/7/2021 13:11,产品说明掩码,12,1.25,15462,成都
565763,21916,3/7/2021 14:09,产品说明掩码,288,0.36,14739,北京
565763,21358,3/7/2021 14:09,产品说明掩码,12,1.25,14739,北京
565763,21356,3/7/2021 14:09,产品说明掩码,12,1.25,14739,北京
565763,23267,3/7/2021 14:09,产品说明掩码,96,1.04,14739,北京
565763,23271,3/7/2021 14:09,产品说明掩码,128,0.69,14739,北京
565763,23340,3/7/2021 14:09,产品说明掩码,24,1.65,14739,北京
565763,23378,3/7/2021 14:09,产品说明掩码,432,0.32,14739,北京
565763,23376,3/7/2021 14:09,产品说明掩码,432,0.32,14739,北京
565763,21888,3/7/2021 14:09,产品说明掩码,36,3.39,14739,北京
565763,22950,3/7/2021 14:09,产品说明掩码,144,1.25,14739,北京
565776,85099C,3/7/2021 14:38,产品说明掩码,100,1.79,15311,上海
565776,23167,3/7/2021 14:38,产品说明掩码,96,0.69,15311,上海
565776,23166,3/7/2021 14:38,产品说明掩码,48,1.04,15311,上海
565776,22386,3/7/2021 14:38,产品说明掩码,100,1.79,15311,上海
565776,20713,3/7/2021 14:38,产品说明掩码,100,1.79,15311,上海
565776,22674,3/7/2021 14:38,产品说明掩码,3,1.25,15311,上海
565776,22675,3/7/2021 14:38,产品说明掩码,3,1.25,15311,上海
565776,22326,3/7/2021 14:38,产品说明掩码,2,2.95,15311,上海
565776,22328,3/7/2021 14:38,产品说明掩码,2,2.95,15311,上海
565776,22327,3/7/2021 14:38,产品说明掩码,2,2.95,15311,上海
565776,22329,3/7/2021 14:38,产品说明掩码,2,1.65,15311,上海
565776,22410,3/7/2021 14:38,产品说明掩码,2,1.25,15311,上海
565776,22755,3/7/2021 14:38,产品说明掩码,3,0.85,15311,上海
565776,22333,3/7/2021 14:38,产品说明掩码,6,1.65,15311,上海
565776,22411,3/7/2021 14:38,产品说明掩码,4,2.08,15311,上海
565776,20712,3/7/2021 14:38,产品说明掩码,1,2.08,15311,上海
565776,21930,3/7/2021 14:38,产品说明掩码,2,2.08,15311,上海
565776,21929,3/7/2021 14:38,产品说明掩码,3,2.08,15311,上海
565776,21934,3/7/2021 14:38,产品说明掩码,4,1.65,15311,上海
565779,21311,3/7/2021 15:14,产品说明掩码,24,0.29,15804,深圳
565779,22398,3/7/2021 15:14,产品说明掩码,12,0.39,15804,深圳
565779,22915,3/7/2021 15:14,产品说明掩码,12,0.42,15804,深圳
565779,22924,3/7/2021 15:14,产品说明掩码,12,0.85,15804,深圳
565779,21790,3/7/2021 15:14,产品说明掩码,12,0.85,15804,深圳
565779,21704,3/7/2021 15:14,产品说明掩码,12,0.85,15804,深圳
565779,21791,3/7/2021 15:14,产品说明掩码,12,1.25,15804,深圳
565779,21891,3/7/2021 15:14,产品说明掩码,12,1.45,15804,深圳
565779,21912,3/7/2021 15:14,产品说明掩码,4,3.75,15804,深圳
565779,23229,3/7/2021 15:14,产品说明掩码,6,3.75,15804,深圳
565779,23234,3/7/2021 15:14,产品说明掩码,6,2.89,15804,深圳
565779,23313,3/7/2021 15:14,产品说明掩码,5,4.95,15804,深圳
565779,23324,3/7/2021 15:14,产品说明掩码,12,2.08,15804,深圳
565779,84707B,3/7/2021 15:14,产品说明掩码,2,9.95,15804,深圳
565779,22024,3/7/2021 15:14,产品说明掩码,12,0.42,15804,深圳
565779,21888,3/7/2021 15:14,产品说明掩码,4,3.75,15804,深圳
565779,22726,3/7/2021 15:14,产品说明掩码,4,3.75,15804,深圳
565779,22727,3/7/2021 15:14,产品说明掩码,4,3.75,15804,深圳
565779,22728,3/7/2021 15:14,产品说明掩码,4,3.75,15804,深圳
565779,22699,3/7/2021 15:14,产品说明掩码,6,2.95,15804,深圳
565779,22698,3/7/2021 15:14,产品说明掩码,6,2.95,15804,深圳
565779,84970L,3/7/2021 15:14,产品说明掩码,12,1.25,15804,深圳
565779,23433,3/7/2021 15:14,产品说明掩码,12,0.83,15804,深圳
565779,22178,3/7/2021 15:14,产品说明掩码,12,1.95,15804,深圳
565779,22570,3/7/2021 15:14,产品说明掩码,4,3.75,15804,深圳
565779,22569,3/7/2021 15:14,产品说明掩码,4,3.75,15804,深圳
565779,22219,3/7/2021 15:14,产品说明掩码,12,0.85,15804,深圳
565779,84879,3/7/2021 15:14,产品说明掩码,8,1.69,15804,深圳
565779,22556,3/7/2021 15:14,产品说明掩码,12,1.65,15804,深圳
565779,21982,3/7/2021 15:14,产品说明掩码,24,0.39,15804,深圳
565779,21980,3/7/2021 15:14,产品说明掩码,24,0.39,15804,深圳
565779,22099,3/7/2021 15:14,产品说明掩码,36,0.39,15804,深圳
565779,21983,3/7/2021 15:14,产品说明掩码,24,0.39,15804,深圳
565779,21984,3/7/2021 15:14,产品说明掩码,24,0.39,15804,深圳
565784,23010,3/7/2021 16:02,产品说明掩码,1,16.95,15089,北京
565784,21791,3/7/2021 16:02,产品说明掩码,12,1.25,15089,北京
565784,22697,3/7/2021 16:02,产品说明掩码,6,2.95,15089,北京
565784,22429,3/7/2021 16:02,产品说明掩码,4,4.25,15089,北京
565784,22625,3/7/2021 16:02,产品说明掩码,4,8.5,15089,北京
565784,22624,3/7/2021 16:02,产品说明掩码,8,8.5,15089,北京
565784,84279P,3/7/2021 16:02,产品说明掩码,4,3.75,15089,北京
565784,22959,3/7/2021 16:02,产品说明掩码,25,0.42,15089,北京
565784,90010E,3/7/2021 16:02,产品说明掩码,2,8.95,15089,北京
565784,90019C,3/7/2021 16:02,产品说明掩码,2,4.95,15089,北京
565784,90038A,3/7/2021 16:02,产品说明掩码,6,3.75,15089,北京
565784,90120C,3/7/2021 16:02,产品说明掩码,4,4.25,15089,北京
565784,90161B,3/7/2021 16:02,产品说明掩码,3,4.95,15089,北京
565784,90161C,3/7/2021 16:02,产品说明掩码,3,4.95,15089,北京
565784,90212C,3/7/2021 16:02,产品说明掩码,3,3.75,15089,北京
565784,90011B,3/7/2021 16:02,产品说明掩码,6,2.95,15089,北京
565784,90018C,3/7/2021 16:02,产品说明掩码,2,4.25,15089,北京
565784,90183A,3/7/2021 16:02,产品说明掩码,6,2.95,15089,北京
565784,90194,3/7/2021 16:02,产品说明掩码,3,4.25,15089,北京
565796,10133,3/8/2021 10:07,产品说明掩码,20,0.42,14916,北京
565796,20984,3/8/2021 10:07,产品说明掩码,24,0.29,14916,北京
565796,21650,3/8/2021 10:07,产品说明掩码,24,0.19,14916,北京
565796,85078,3/8/2021 10:07,产品说明掩码,24,0.19,14916,北京
565796,21212,3/8/2021 10:07,产品说明掩码,24,0.55,14916,北京
565796,20713,3/8/2021 10:07,产品说明掩码,10,2.08,14916,北京
565796,23201,3/8/2021 10:07,产品说明掩码,10,2.08,14916,北京
565796,22385,3/8/2021 10:07,产品说明掩码,10,2.08,14916,北京
565796,22663,3/8/2021 10:07,产品说明掩码,10,2.08,14916,北京
565796,23200,3/8/2021 10:07,产品说明掩码,10,2.08,14916,北京
565796,23344,3/8/2021 10:07,产品说明掩码,10,2.08,14916,北京
565796,23203,3/8/2021 10:07,产品说明掩码,10,2.08,14916,北京
565796,23343,3/8/2021 10:07,产品说明掩码,10,2.08,14916,北京
565796,22411,3/8/2021 10:07,产品说明掩码,10,2.08,14916,北京
565796,22386,3/8/2021 10:07,产品说明掩码,10,2.08,14916,北京
565796,23199,3/8/2021 10:07,产品说明掩码,10,2.08,14916,北京
565806,22075,3/8/2021 10:51,产品说明掩码,12,1.65,15594,成都
565806,22734,3/8/2021 10:51,产品说明掩码,6,2.89,15594,成都
565806,85049A,3/8/2021 10:51,产品说明掩码,12,1.25,15594,成都
565806,15056BL,3/8/2021 10:51,产品说明掩码,3,5.95,15594,成都
565806,15056P,3/8/2021 10:51,产品说明掩码,3,5.95,15594,成都
565806,20679,3/8/2021 10:51,产品说明掩码,3,5.95,15594,成都
565806,15056N,3/8/2021 10:51,产品说明掩码,3,5.95,15594,成都
565806,22112,3/8/2021 10:51,产品说明掩码,3,4.95,15594,成都
565806,22114,3/8/2021 10:51,产品说明掩码,4,4.25,15594,成都
565806,22772,3/8/2021 10:51,产品说明掩码,12,1.25,15594,成都
